bnumber	symbol	synonyms	type
b3268	yhdW	ECK3255	pseudo
b3267	yhdV	ECK3254	protein-coding
b3266	acrF	ECK3253|envD	protein-coding
b3274	rrfD	ECK3261	rRNA
b3273	thrV	ECK3260	tRNA
b3272	rrfF	ECK3259|rrfDbeta|rrvD	rRNA
b3276	alaU	ECK3263|talD	tRNA
b3275	rrlD	ECK3262	rRNA
b3280	yrdB	ECK3267	protein-coding
b3279	yrdA	ECK3266	protein-coding
b3281	aroE	ECK3268	protein-coding
b3278	rrsD	ECK3265	rRNA
b3277	ileU	ECK3264|tilD	tRNA
b3288	fmt	ECK3274|ftm|yhdD	protein-coding
b3287	def	ECK3273|fms	protein-coding
b3284	smg	ECK3271	protein-coding
b3283	yrdD	ECK3270	protein-coding
b3282	tsaC	ECK3269|rimN|yrdC	protein-coding
b3294	rplQ	ECK3281	protein-coding
b3293	yhdN	ECK3280	protein-coding
b3292	zntR	ECK3279|yhdM	protein-coding
b3291	mscL	ECK3277|yhdC	protein-coding
b3290	trkA	ECK3276	protein-coding
b3289	rsmB	ECK3275|fmu|fmv|rrmB|sun|yhdB	protein-coding
b3298	rpsM	ECK3285	protein-coding
b3297	rpsK	ECK3284	protein-coding
b3296	rpsD	ECK3283|ramA|sud(2)|sud2	protein-coding
b3295	rpoA	ECK3282|pez|phs|sez	protein-coding
b3303	rpsE	ECK3290|eps|spc|spcA	protein-coding
b3302	rpmD	ECK3289	protein-coding
b3301	rplO	ECK3288	protein-coding
b3300	secY	ECK3287|prlA	protein-coding
b3308	rplE	ECK3295	protein-coding
b3307	rpsN	ECK3294	protein-coding
b3306	rpsH	ECK3293	protein-coding
b3305	rplF	ECK3292	protein-coding
b3304	rplR	ECK3291	protein-coding
b3299	rpmJ	ECK3286|secX	protein-coding
b3313	rplP	ECK3300	protein-coding
b3312	rpmC	ECK3299	protein-coding
b3311	rpsQ	ECK3298|neaA	protein-coding
b3310	rplN	ECK3297	protein-coding
b3309	rplX	ECK3296	protein-coding
b3316	rpsS	ECK3303	protein-coding
b3234	degQ	ECK3223|hhoA	protein-coding
b3315	rplV	ECK3302|eryB	protein-coding
b3314	rpsC	ECK3301	protein-coding
b3233	yhcB	ECK3222|lapD|zapG	protein-coding
b3321	rpsJ	ECK3308|nusE	protein-coding
b3320	rplC	ECK3307	protein-coding
b3319	rplD	ECK3306|eryA	protein-coding
b3318	rplW	ECK3305	protein-coding
b3317	rplB	ECK3304	protein-coding
b3232	zapE	ECK3221|yhcM	protein-coding
b3325	gspD	ECK3312|yheF	protein-coding
b3326	gspE	ECK3313|yheG	protein-coding
b3324	gspC	ECK3311|yheE	protein-coding
b3323	gspA	ECK3310|yheD	protein-coding
b3322	gspB	ECK3309|pinO|pioO	protein-coding
b3328	gspG	ECK3315|hofG|hopG	protein-coding
b3231	rplM	ECK3220	protein-coding
b3327	gspF	ECK3314|hofF|hopF	protein-coding
b3239	yhcO	ECK3228	protein-coding
b3332	gspK	ECK3319|yheJ	protein-coding
b3331	gspJ	ECK3318|yheI	protein-coding
b3330	gspI	ECK3317|yheH	protein-coding
b3329	gspH	ECK3316|hofH|hopH	protein-coding
b3238	yhcN	ECK3227	protein-coding
b3337	bfd	ECK3324|yheA	protein-coding
b3338	chiA	ECK3325|yheB	protein-coding
b3339	tufA	ECK3326|kirT|pulT	protein-coding
b3336	bfr	ECK3323	protein-coding
b3335	gspO	ECK3322|hofD|hopD|hopO|yheC	protein-coding
b3334	gspM	ECK3321|hopZ|pshM	protein-coding
b3333	gspL	ECK3320|yheK	protein-coding
b3343	tusB	ECK3330|yheL	protein-coding
b3342	rpsL	ECK3329|asuB|strA	protein-coding
b3341	rpsG	ECK3328	protein-coding
b3340	fusA	ECK3327|far|fus	protein-coding
b3253	yhdH	ECK3241|acuI	protein-coding
b3348	slyX	ECK3335	protein-coding
b3347	fkpA	ECK3334|yzzS	protein-coding
b3346	yheO	ECK3333	protein-coding
b3345	tusD	ECK3332|yheN	protein-coding
b3344	tusC	ECK3331|yheM	protein-coding
b3236	mdh	ECK3225	protein-coding
b3353	yheT	ECK3341	protein-coding
b3352	yheS	ECK3340	protein-coding
b3351	kefG	ECK3339|yheR	protein-coding
b3350	kefB	ECK3338|trkB	protein-coding
b3349	slyD	ECK3336	protein-coding
b3356	yhfA	ECK3344	protein-coding
b3237	argR	ECK3226|Rarg|xerA	protein-coding
b3355	prkB	ECK3343|yhfF	protein-coding
b3354	yheU	ECK3342	protein-coding
b3359	argD	Arg1|ECK3347|dapC|dtu	protein-coding
b3235	degS	ECK3224|hhoB|htrH	protein-coding
b3358	yhfK	ECK3346	protein-coding
b3357	crp	ECK3345|cap|csm|gurB	protein-coding
b3365	nirB	ECK3353	protein-coding
b3364	tsgA	ECK3352|gutS|yhfC|yhfH	protein-coding
b3363	ppiA	ECK3351|rot|rotA	protein-coding
b3362	yhfG	ECK3350|ficA	protein-coding
b3361	fic	ECK3349|ficT	protein-coding
b3360	pabA	ECK3348	protein-coding
b0169	rpsB	ECK0168	protein-coding
b3371	frlB	ECK3359|yhfN	protein-coding
b3370	frlA	ECK3358|yhfM	protein-coding
b3369	yhfL	ECK3357	protein-coding
b3368	cysG	ECK3356	protein-coding
b3366	nirD	ECK3354	protein-coding
b0168	map	ECK0166	protein-coding
b3377	yhfT	ECK3364	protein-coding
b3376	yhfS	ECK3363	protein-coding
b3375	frlR	ECK3362|yhfR	protein-coding
b3374	frlD	ECK3361|yhfQ	protein-coding
b3210	arcB	ECK3200	protein-coding
b3382	yhfY	ECK3369	protein-coding
b3381	yhfX	ECK3368	protein-coding
b3380	yhfW	ECK3367	protein-coding
b3379	php	ECK3366|yhfV	protein-coding
b3378	yhfU	ECK3365	protein-coding
b3387	dam	ECK3374	protein-coding
b3384	trpS	ECK3371	protein-coding
b3385	gph	ECK3372|yhfE	protein-coding
b3386	rpe	ECK3373|dod|yhfD	protein-coding
b3383	yhfZ	ECK3370	protein-coding
b3394	hofN	ECK3381|yrfC	protein-coding
b3393	hofO	ECK3380|yrfB	protein-coding
b3392	hofP	ECK3379|yrfA	protein-coding
b3391	hofQ	ECK3378|hopQ	protein-coding
b0539	exoD	ECK0531|ybcC	pseudo
b3209	elbB	ECK3198|elb2|s27a|yhbL|yzzB	protein-coding
b3399	yrfG	ECK3386	protein-coding
b3398	igaA	ECK3385|yrfF	protein-coding
b3397	nudE	ECK3384|yrfE	protein-coding
b3396	mrcA	ECK3383|ponA	protein-coding
b3395	hofM	ECK3382|yrfD	protein-coding
b3408	feoA	ECK3395	protein-coding
b3207	yrbL	ECK3196	protein-coding
b3407	yhgF	ECK3394	protein-coding
b3400	hslR	ECK3387|hsp15|yrfH	protein-coding
b3405	ompR	ECK3392|cry|kmt|ompB	protein-coding
b3206	npr	ECK3195|ptsO|rpoR|yhbK	protein-coding
b3413	yhgH	ECK3400|gntX	protein-coding
b3412	bioH	ECK3399|bioB	protein-coding
b3411	rpnA	ECK3398|yhgA	protein-coding
b3410	feoC	ECK3397|yhgG	protein-coding
b3409	feoB	ECK3396	protein-coding
b3200	lptA	ECK3189|yhbN	protein-coding
b3418	malT	ECK3405|malA	protein-coding
b3417	malP	ECK3404|blu|malA	protein-coding
b3416	malQ	ECK3403|malA	protein-coding
b3415	gntT	ECK3402|gntM|gntTalpha|usgA|yhgC	protein-coding
b3414	nfuA	ECK3401|gntY|yhgI	protein-coding
b3423	glpR	ECK3409	pseudo
b3389	aroB	ECK3376	protein-coding
b3422	rtcR	ECK3408|yhgB	protein-coding
b3421	rtcB	ECK3407|yhgL	protein-coding
b3388	damX	ECK3375|yhfB	protein-coding
b3428	glgP	ECK3414|glgY	protein-coding
b3429	glgA	ECK3415	protein-coding
b3427	yzgL	ECK3413	protein-coding
b3426	glpD	ECK3412|glyD	protein-coding
b3425	glpE	ECK3411	protein-coding
b3424	glpG	ECK3410	protein-coding
b3437	gntK	ECK3422	protein-coding
b3434	yhgN	ECK3420	protein-coding
b3433	asd	ECK3419|dap|hom	protein-coding
b3432	glgB	ECK3418	protein-coding
b3431	glgX	ECK3417	protein-coding
b3430	glgC	ECK3416	protein-coding
b3441	yhhY	ECK3427	protein-coding
b3440	yhhX	ECK3425	protein-coding
b3439	yhhW	ECK3424	protein-coding
b3438	gntR	ECK3423	protein-coding
b3447	ggt	ECK3431	protein-coding
b3446	yrhB	ECK3430	protein-coding
b3445	insB6	ECK0022	protein-coding
b3444	insA6	ECK0023	protein-coding
b3443	yrhA	ECK3429	pseudo
b3442	yhhZ	ECK3428	protein-coding
b3450	ugpC	ECK3434	protein-coding
b3191	mlaB	ECK3180|yrbB	protein-coding
b3449	ugpQ	ECK3433	protein-coding
b3448	yhhA	ECK3432	protein-coding
b3452	ugpA	ECK3436|psiB|psiC|ugp	protein-coding
b3190	ibaG	ECK3179|yrbA	protein-coding
b3451	ugpE	ECK3435	protein-coding
b3188	sfsB	ECK3177|nlp|sfs7	protein-coding
b3454	livF	ECK3438	protein-coding
b3453	ugpB	ECK3437|psiB|psiC	protein-coding
b3459	panZ	ECK3443|livL|panM|yhhK	protein-coding
b3458	livK	ECK3442|hrbB|hrbC|hrbD	protein-coding
b3457	livH	ECK3441|hrbB|hrbC|hrbD	protein-coding
b3456	livM	ECK3440	protein-coding
b3455	livG	ECK3439|hrbB|hrbC|hrbD	protein-coding
b3463	ftsE	ECK3447	protein-coding
b3462	ftsX	ECK3446|ftsS	protein-coding
b3461	rpoH	ECK3445|fam|hin|htpR	protein-coding
b3460	livJ	ECK3444|hrbB|hrbC|hrbD	protein-coding
b3469	zntA	ECK3453|yhhO	protein-coding
b3468	yhhN	ECK3452	protein-coding
b3470	tusA	ECK3454|sirA|yhhP	protein-coding
b3467	yhhM	ECK3451	protein-coding
b3466	yhhL	ECK3450	protein-coding
b3465	rsmD	ECK3449|yhhF	protein-coding
b3464	ftsY	ECK3448	protein-coding
b3475	acpT	ECK3459|yhhU	protein-coding
b3474	yhhT	ECK3458	protein-coding
b3476	nikA	ECK3460|hydC|hydD	protein-coding
b3473	yhhS	ECK3457	protein-coding
b3472	dcrB	ECK3456|yhhR	protein-coding
b3471	yhhQ	ECK3455	protein-coding
b3141	agaI	ECK3129|yraG	protein-coding
b3477	nikB	ECK3461|hydC|hydD	protein-coding
b3480	nikE	ECK3464|hydC|hydD	protein-coding
b0541	insF3	ECK0299|tra5-2	protein-coding
b3479	nikD	ECK3463|hydC|hydD	protein-coding
b3478	nikC	ECK3462|hydC|hydD	protein-coding
b3485	yhhJ	ECK3470	protein-coding
b3484	yhhI	ECK3469	protein-coding
b3483	yhhH	ECK3467	protein-coding
b3482	rhsB	ECK3466	protein-coding
b3481	nikR	ECK3465|yhhG	protein-coding
b3492	yhiN	ECK3477	protein-coding
b3491	yhiM	ECK3476	protein-coding
b3486	rbbA	ECK3471|yhiG|yhiH	protein-coding
b4660	yhiL	ECK3474|ECK3475|b3489|b3490|yhiK	pseudo
b3488	yhiJ	ECK3473	protein-coding
b2724	hycB	ECK2719|hevB	protein-coding
b3487	yhiI	ECK3472	protein-coding
b2991	hybF	ECK2985	protein-coding
b3497	rsmJ	ECK3482|yhiQ	protein-coding
b3496	dtpB	ECK3481|yhiP	protein-coding
b3495	uspA	ECK3480	protein-coding
b3494	uspB	ECK3479|yhiO	protein-coding
b3493	pitA	ECK3478|pit	protein-coding
b1020	phoH	ECK1010|psiH	protein-coding
b3502	arsB	ECK3487|arsF	protein-coding
b3499	rlmJ	ECK3484|yhiR	protein-coding
b3501	arsR	ECK3486|arsE	protein-coding
b3500	gor	ECK3485|gorA	protein-coding
b3505	insH11	ECK0261|trs5-11|yi52_11	protein-coding
b3498	prlC	ECK3483|opdA	protein-coding
b3504	yhiS	ECK3489	pseudo
b3503	arsC	ECK3488|arsG	protein-coding
b3508	yhiD	ECK3492|yhhE	protein-coding
b2990	hybG	ECK2984	protein-coding
b3507	dctR	ECK3491|yhiF	protein-coding
b3506	slp	ECK3490	protein-coding
b3512	gadE	ECK3496|yhiE|yhiT	protein-coding
b3511	hdeD	ECK3495|yhiA	protein-coding
b3510	hdeA	ECK3494|yhhC|yhiB	protein-coding
b3509	hdeB	ECK3493|yhhD|yhiC	protein-coding
b3517	gadA	ECK3502|gadS	protein-coding
b3516	gadX	ECK3501|yhiX	protein-coding
b3515	gadW	ECK3499|yhiW	protein-coding
b3514	mdtF	ECK3498|yhiV	protein-coding
b3513	mdtE	ECK3497|yhiU	protein-coding
b3523	yhjE	ECK3508	protein-coding
b3522	yhjD	ECK3507	protein-coding
b1140	intE	ECK1126|int(Lambda)|ycfI	protein-coding
b3521	rcdB	ECK3506|yhjC	protein-coding
b3520	yhjB	ECK3505	protein-coding
b3519	treF	ECK3504	protein-coding
b3518	ccp	ECK3503|yhjA	protein-coding
b3528	dctA	ECK3513	protein-coding
b3527	yhjJ	ECK3512	protein-coding
b3526	kdgK	ECK3511|yhjI	protein-coding
b3525	pdeH	ECK3510|yhjH	protein-coding
b3524	yhjG	ECK3509|yhjF	protein-coding
b0660	ybeZ	ECK0652|phoL	protein-coding
b3532	bcsB	ECK3517|yhjN	protein-coding
b3531	bcsZ	ECK3516|bcsC|yhjM	protein-coding
b3530	bcsC	ECK3515|yhjL	protein-coding
b3529	pdeK	ECK3514|yhjK	protein-coding
b2663	gabP	ECK2657	protein-coding
b3536	bcsE	ECK3521|yhjS	protein-coding
b3535	yhjR	ECK3520|bcsR	protein-coding
b3534	bcsQ	ECK3519|yhjQ	pseudo
b3533	bcsA	ECK3518|yhjO|yhjP	protein-coding
b2245	yfaU	ECK2238	protein-coding
b2664	glaR	ECK2658|csiR|gabC|ygaE	protein-coding
b3540	dppF	ECK3527|dppE	protein-coding
b3539	yhjV	ECK3526	protein-coding
b3538	bcsG	ECK3523|yhjU	protein-coding
b3537	bcsF	ECK3522|yhjT	protein-coding
b2661	gabD	ECK2655	protein-coding
b3545	proK	ECK3532|proV	tRNA
b3544	dppA	ECK3531|alu|dpp|fpp	protein-coding
b3543	dppB	ECK3530	protein-coding
b3542	dppC	ECK3529	protein-coding
b3541	dppD	ECK3528	protein-coding
b3547	yhjX	ECK3534	protein-coding
b2662	gabT	ECK2656	protein-coding
b3546	eptB	ECK3533|yhjW	protein-coding
b2660	lhgD	ECK2654|lhgO|ygaF	protein-coding
b3556	cspA	ECK3543	protein-coding
b3555	yiaG	ECK3542	protein-coding
b3554	yiaF	ECK3541	protein-coding
b3548	yhjY	ECK3535	protein-coding
b3553	ghrB	ECK3540|tkrA|yiaE	protein-coding
b3552	yiaD	ECK3539	protein-coding
b2659	glaH	ECK2653|csi-12|csiD|ygaT	protein-coding
b3561	wecH	ECK3550|yiaH	protein-coding
b3562	yiaA	ECK3551	protein-coding
b3560	glyQ	ECK3548|cfcA|glyS(A)	protein-coding
b3559	glyS	ECK3547	protein-coding
b3558	insK	ECK3546|dinS|t150|yi5B	protein-coding
b3557	insJ	ECK3545|yi5A	protein-coding
b3568	xylH	ECK3557	protein-coding
b3574	plaR	ECK3563|yiaJ	protein-coding
b3573	ysaA	ECK3562|yiaI	protein-coding
b3569	xylR	ECK3558	protein-coding
b3572	avtA	ECK3561	protein-coding
b3571	malS	ECK3560	protein-coding
b3570	bax	ECK3559	protein-coding
b3566	xylF	ECK3555|xylT	protein-coding
b3579	yiaO	ECK3568	protein-coding
b3578	yiaN	ECK3567	protein-coding
b3577	yiaM	ECK3566	protein-coding
b3576	yiaL	ECK3565	protein-coding
b3575	yiaK	ECK3564	protein-coding
b3584	yiaT	ECK3573	protein-coding
b3581	sgbH	ECK3570|yiaQ	protein-coding
b3583	sgbE	ECK3572|yiaS	protein-coding
b3582	sgbU	ECK3571|yiaR	protein-coding
b3580	lyxK	ECK3569|lyx|sgbK|xylK|yiaP	protein-coding
b3589	yiaY	ECK3578	protein-coding
b3590	selB	ECK3579|fdhA	protein-coding
b3588	aldB	ECK3577|yiaX	protein-coding
b3587	yiaW	ECK3576	protein-coding
b3586	yiaV	ECK3575	protein-coding
b3585	yiaU	ECK3574	protein-coding
b3594	yibA	ECK3583	protein-coding
b3598	yibI	ECK3587	protein-coding
b3597	yibH	ECK3586	protein-coding
b3596	yibG	ECK3585	protein-coding
b3595	yibJ	ECK3584|rhsJ	pseudo
b3592	yibF	ECK3581	protein-coding
b3603	lldP	ECK3593|lct|lctP	protein-coding
b3602	yibL	ECK3592	protein-coding
b3601	mtlR	ECK3590	protein-coding
b3600	mtlD	ECK3589	protein-coding
b3599	mtlA	ECK3588|mtlC	protein-coding
b3606	trmL	ECK3596|yibK	protein-coding
b3593	rhsA	ECK3582	protein-coding
b3605	lldD	ECK3595|lct|lctD	protein-coding
b3604	lldR	ECK3594|lct|lctR	protein-coding
b3609	secB	ECK3599	protein-coding
b3591	selA	ECK3580|fdhA	protein-coding
b3608	gpsA	ECK3598	protein-coding
b3607	cysE	ECK3597	protein-coding
b3567	xylG	ECK3556	protein-coding
b3614	yibQ	ECK3604	protein-coding
b3613	envC	ECK3603|slm11|yibP	protein-coding
b3612	gpmM	ECK3602|gpmC|gpmI|pgmI|yibO	protein-coding
b3611	yibN	ECK3601	protein-coding
b3610	grxC	ECK3600|yibM	protein-coding
b3564	xylB	ECK3553	protein-coding
b3619	rfaD	ECK3609|hldD|htrM|nbsB|waaD	protein-coding
b3620	waaF	ECK3610|rfaF	protein-coding
b3621	waaC	ECK3611|rfa-2|rfaC|yibC	protein-coding
b3618	htrL	ECK3608|yibB	protein-coding
b3617	kbl	ECK3607	protein-coding
b3616	tdh	ECK3606	protein-coding
b3615	waaH	ECK3605|yibD	protein-coding
b3565	xylA	ECK3554	protein-coding
b3626	waaJ	ECK3616|rfaJ|waaR	protein-coding
b3627	waaO	ECK3617|rfaI|waaI	protein-coding
b3628	waaB	ECK3618|lps|rfaB|syn	protein-coding
b3625	waaY	ECK3615|rfaY	protein-coding
b3624	waaZ	ECK3614|rfaZ	protein-coding
b3623	waaU	ECK3613|rfaK	protein-coding
b3622	waaL	ECK3612|rfaL	protein-coding
b3631	waaG	ECK3621|rfaG	protein-coding
b3630	waaP	ECK3620|rfaP	protein-coding
b3629	waaS	ECK3619|rfaS	protein-coding
b3563	yiaB	ECK3552	protein-coding
b3645	dinD	ECK3635|pcsA|yicD	protein-coding
b3644	yicC	ECK3634	protein-coding
b3632	waaQ	ECK3622|rfaQ	protein-coding
b3643	rph	ECK3633	protein-coding
b3642	pyrE	ECK3632	protein-coding
b3641	slmA	ECK3631|ttk|yicB	protein-coding
b3650	spoT	ECK3640	protein-coding
b3649	rpoZ	ECK3639|spoS	protein-coding
b3651	trmH	ECK3641|spoU	protein-coding
b3652	recG	ECK3642|radC|spoV	protein-coding
b3648	gmk	ECK3638|spoR	protein-coding
b3647	ligB	ECK3637|yicF	protein-coding
b3646	yicG	ECK3636	protein-coding
b3653	gltS	ECK3643|gltC	protein-coding
b3658	selC	ECK3648|fdhC	tRNA
b3657	yicJ	ECK3647	protein-coding
b3656	yicI	ECK3646	protein-coding
b3655	yicH	ECK3645	protein-coding
b3654	xanP	ECK3644|yicE	protein-coding
b3663	yicN	ECK3654	protein-coding
b3664	adeQ	ECK3655|yicO	protein-coding
b3661	nlpA	ECK3651	protein-coding
b3660	yicL	ECK3650	protein-coding
b3659	setC	ECK3649|yicK	protein-coding
b3669	uhpA	ECK3660	protein-coding
b3674	yidF	ECK3665	protein-coding
b3673	emrD	ECK3664|yicQ	protein-coding
b3672	ivbL	ECK3663	protein-coding
b3671	ilvB	ECK3662	protein-coding
b3670	ilvN	ECK3661	protein-coding
b3667	uhpC	ECK3658	protein-coding
b3679	yidK	ECK3670	protein-coding
b3680	yidL	ECK3671	protein-coding
b3678	yidJ	ECK3669	protein-coding
b3677	yidI	ECK3668	protein-coding
b3676	yidH	ECK3667	protein-coding
b3675	yidG	ECK3666	protein-coding
b3686	ibpB	ECK3678|hslS|htpE	protein-coding
b3685	yidE	ECK3677|yibE	protein-coding
b3684	yidP	ECK3676	protein-coding
b3668	uhpB	ECK3659	protein-coding
b3691	dgoT	ECK3683|yidT	protein-coding
b3690	cbrA	ECK3682|yidS	protein-coding
b3689	yidR	ECK3681	protein-coding
b3688	yidQ	ECK3680|ecfI	protein-coding
b3687	ibpA	ECK3679|hslT|htpN	protein-coding
b3666	uhpT	ECK3657	protein-coding
b3696	yidX	ECK3688	protein-coding
b1431	ydcL	ECK1424	protein-coding
b3697	yidA	ECK3689	protein-coding
b3693	dgoK	ECK3686|yidV	protein-coding
b3700	recF	ECK3692|uvrF	protein-coding
b3665	adeD	ECK3656|ade|adu|yicP	protein-coding
b3699	gyrB	Cou|ECK3691|acrB|himB|hisU|hopA|nalC|parA|pcbA|pcpA	protein-coding
b3698	yidB	ECK3690	protein-coding
b3662	nepI	ECK3653|yicM	protein-coding
b3705	yidC	ECK3698	protein-coding
b3704	rnpA	ECK3696	protein-coding
b3703	rpmH	ECK3695|rimA|ssaF	protein-coding
b3702	dnaA	ECK3694	protein-coding
b3701	dnaN	ECK3693	protein-coding
b3710	mdtL	ECK3703|yidY	protein-coding
b3709	tnaB	ECK3702|tnaP|trpP	protein-coding
b3708	tnaA	ECK3701|ind|tnaR	protein-coding
b3706	mnmE	ECK3699|thdF|trmE	protein-coding
b3707	tnaC	ECK3700|tnaL	protein-coding
b3714	adeP	ECK3707|purP|yieG	protein-coding
b3713	yieF	ECK3706|chrR	protein-coding
b3712	yieE	ECK3705	protein-coding
b3711	yidZ	ECK3704	protein-coding
b3720	bglH	ECK3713|yieC	protein-coding
b3718	yieK	ECK3711	protein-coding
b3717	cbrC	ECK3710|yieJ	protein-coding
b3716	cbrB	ECK3709|yieI	protein-coding
b3715	yieH	ECK3708	protein-coding
b3724	phoU	ECK3717|phoT|pst	protein-coding
b3721	bglB	ECK3714|blgA	protein-coding
b3723	bglG	ECK3716|bglC	protein-coding
b3722	bglF	ECK3715|bglS	protein-coding
b3728	pstS	ECK3721|R2pho|T|nmpA|phoR2a|phoS	protein-coding
b3727	pstC	ECK3720|phoW	protein-coding
b3726	pstA	ECK3719|R2pho|phoR2|phoR2b|phoT	protein-coding
b3725	pstB	ECK3718|phoT	protein-coding
b3729	glmS	ECK3722	protein-coding
b3734	atpA	ECK3727|papA|uncA	protein-coding
b3733	atpG	ECK3726|papC|uncG	protein-coding
b3732	atpD	ECK3725|papB|uncD	protein-coding
b3731	atpC	ECK3724|papG|uncC	protein-coding
b3730	glmU	ECK3723|yieA	protein-coding
b3736	atpF	ECK3729|papF|uncF	protein-coding
b3741	mnmG	ECK3734|gidA|trmF	protein-coding
b3742	mioC	ECK3736|yieB	protein-coding
b3740	rsmG	ECK3733|gidB	protein-coding
b3739	atpI	ECK3732|uncI	protein-coding
b3738	atpB	ECK3731|papD|uncB	protein-coding
b3737	atpE	ECK3730|papH|uncE	protein-coding
b3735	atpH	ECK3728|papE|uncH	protein-coding
b3747	kup	ECK3741|trkD	protein-coding
b3746	ravA	ECK3740|yieN	protein-coding
b3745	viaA	ECK3739|yieD|yieD_1|yieD_2|yieM	protein-coding
b3744	asnA	ECK3738	protein-coding
b3743	asnC	ECK3737	protein-coding
b3752	rbsK	ECK3746	protein-coding
b3751	rbsB	ECK3745|prlB|rbsP	protein-coding
b3750	rbsC	ECK3744|rbsP|rbsT	protein-coding
b3755	yieP	ECK3749	protein-coding
b3749	rbsA	ECK3743|rbsP|rbsT	protein-coding
b3754	hsrA	ECK3748|yieO	protein-coding
b3753	rbsR	ECK3747	protein-coding
b3748	rbsD	ECK3742|rbsP	protein-coding
b3758	rrlC	ECK3752	rRNA
b2747	ispD	ECK2742|ygbP	protein-coding
b3756	rrsC	ECK3750	rRNA
b3757	gltU	ECK3751|tgtC	tRNA
b3719	yieL	ECK3712	protein-coding
b3759	rrfC	ECK3753	rRNA
b3764	maoP	ECK3757|yifE	protein-coding
b3761	trpT	ECK3755|su7|su8|su9|supU|supV	tRNA
b3760	aspT	ECK3754|tasC	tRNA
b3771	ilvD	ECK3763	protein-coding
b3770	ilvE	ECK3762	protein-coding
b3769	ilvM	ECK3761	protein-coding
b3765	yifB	ECK3758	protein-coding
b3766	ilvL	ECK3759	protein-coding
b3773	ilvY	ECK3765	protein-coding
b3775	ppiC	ECK3767|parvA	protein-coding
b3774	ilvC	ECK3766	protein-coding
b3772	ilvA	ECK3764|ile	protein-coding
b3782	rhoL	ECK3774	protein-coding
b3781	trxA	ECK3773|dasC|fipA|tsnC	protein-coding
b3780	rhlB	ECK3772|mmrA	protein-coding
b3779	gpp	ECK3771|gppA	protein-coding
b3778	rep	ECK3770|dasC|mbrA|mmrA	protein-coding
b3793	wzyE	ECK3786|rffT	protein-coding
b3792	wzxE	ECK3784|wzx|yifJ	protein-coding
b0012	mbiA	ECK0012|htgA|htpY	protein-coding
b3791	wecE	ECK3783|fcnA|rff|rffA|yifI	protein-coding
b3783	rho	ECK3775|nitA|nusD|psu|psuA|rnsC|sbaA|sun|tsu	protein-coding
b3790	rffC	ECK3782|rff|wecD|yifH	protein-coding
b3789	rffH	ECK3781|yifG	protein-coding
b3788	rffG	ECK3780|rff	protein-coding
b3794	rffM	ECK3787|rff|wecG	protein-coding
b0579	ybdF	ECK0571	protein-coding
b3799	proM	ECK3792|proU	tRNA
b3798	leuT	ECK3791	tRNA
b3797	hisR	ECK3790|hisT	tRNA
b0938	elfA	ECK0929|ycbQ	protein-coding
b3821	pldA	ECK3815	protein-coding
b1564	relB	ECK1558|RC	protein-coding
b3827	bioP	ECK3821|yigM	protein-coding
b3828	metR	ECK3822	protein-coding
b3802	hemY	ECK3796	protein-coding
b2472	dapE	ECK2467|msgB	protein-coding
b3825	pldB	ECK3819	protein-coding
b1841	yobA	ECK1842	protein-coding
b3824	rhtB	ECK3818|yigK	protein-coding
b3823	rhtC	ECK3817|yigJ	protein-coding
b3822	recQ	ECK3816	protein-coding
b3838	tatB	ECK3831|mttA2|ysgB	protein-coding
b3830	ysgA	ECK3824	protein-coding
b3836	tatA	ECK3830|mttA1|yigT	protein-coding
b3835	ubiB	ECK3829|aarF|yigQ|yigR|yigS	protein-coding
b3829	metE	ECK3823|metB12	protein-coding
b3845	fadA	ECK3837|oldA	protein-coding
b3844	fre	ECK3836|fadI|flrD|fsrC	protein-coding
b3843	ubiD	ECK3835|yigC|yigY	protein-coding
b3842	rfaH	ECK3834|hlyT|sfrB	protein-coding
b3839	tatC	ECK3832|mttB|yigU|yigV	protein-coding
b1843	yobB	ECK1844	protein-coding
b3819	rarD	ECK3813|yigH	protein-coding
b3850	hemG	ECK3842|yihB	protein-coding
b3851	rrsA	ECK3843	rRNA
b3849	trkH	ECK3841	protein-coding
b3848	yigZ	ECK3840	protein-coding
b3847	pepQ	ECK3839	protein-coding
b3846	fadB	ECK3838|oldB	protein-coding
b3853	alaT	ECK3845|talA	tRNA
b3820	yigI	ECK3814	protein-coding
b3852	ileT	ECK3844|tilA	tRNA
b3817	yigF	ECK3811	protein-coding
b3854	rrlA	ECK3846	rRNA
b0517	allD	ECK0510|glxB8|ylbC	protein-coding
b3856	mobB	ECK3848|yihC	protein-coding
b3818	yigG	ECK3812	protein-coding
b3855	rrfA	ECK3847	rRNA
b3859	srkA	ECK3851|orfA|yihE	protein-coding
b3813	uvrD	ECK3808|dar-2|dda|mutU|pdeB|rad|recL|srjC|uvr502|uvrE	protein-coding
b3858	yihD	ECK3850	protein-coding
b3857	mobA	ECK3849|chlB|mob|narB	protein-coding
b3862	yihG	ECK3854	protein-coding
b3816	corA	ECK3810	protein-coding
b3861	yihF	ECK3853	protein-coding
b3860	dsbA	ECK3852|dsf|iarA|ppfA	protein-coding
b3864	spf	ECK3856	ncRNA
b3811	xerC	ECK3806	protein-coding
b3863	polA	ECK3855|resA	protein-coding
b3812	yigB	ECK3807	protein-coding
